Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
.	PUNCT	0	28	14	0	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
27	['DET', 'PROPN', 'AUX', 'DET', 'NOUN', 'ADJ', 'VERB', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	28	27	1	O Tesauro é uma linguagem documental controlada que auxilia na representação temática de textos .
As	DET	0	29	0	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
bibliotecas	NOUN	0	29	1	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
comunitárias	ADJ	1	29	2	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
surgem	VERB	0	29	3	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
como	ADP	0	29	4	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
iniciativas	NOUN	0	29	5	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
de	ADP	0	29	6	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
resistência	NOUN	0	29	7	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
cultural	ADJ	0	29	8	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
em	ADP	0	29	9	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
periferias	NOUN	1	29	10	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
urbanas	ADJ	0	29	11	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
.	PUNCT	0	29	12	0	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
28	['DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'PUNCT']	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	29	28	1	As bibliotecas comunitárias surgem como iniciativas de resistência cultural em periferias urbanas .
A	DET	0	30	0	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
competência	NOUN	0	30	1	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
em	ADP	0	30	2	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
informação	NOUN	0	30	3	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
capacita	VERB	1	30	4	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
o	DET	0	30	5	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
cidadão	NOUN	0	30	6	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
a	SCONJ	0	30	7	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
avaliar	VERB	0	30	8	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
criticamente	ADV	1	30	9	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
as	DET	0	30	10	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
fontes	NOUN	0	30	11	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
de	ADP	0	30	12	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
notícias	NOUN	0	30	13	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
.	PUNCT	0	30	14	0	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
29	['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'SCONJ', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	30	29	1	A competência em informação capacita o cidadão a avaliar criticamente as fontes de notícias .
